TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
FTPFileSourceCode.FTPFile,LINE,1.0,110,110
FTPFileSourceCode.FTPFile,BRANCH,0.9230769230769231,65,60
FTPFileSourceCode.FTPFile,EXCEPTION,1.0,0,0
FTPFileSourceCode.FTPFile,WEAKMUTATION,0.9915730337078652,356,353
FTPFileSourceCode.FTPFile,OUTPUT,0.0,54,0
FTPFileSourceCode.FTPFile,METHOD,0.0,30,0
FTPFileSourceCode.FTPFile,METHODNOEXCEPTION,0.0,30,0
FTPFileSourceCode.FTPFile,CBRANCH,0.9076923076923077,65,59
