TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
VCardBean,LINE,0.9607843137254902,153,147
VCardBean,BRANCH,0.8839285714285714,112,99
VCardBean,EXCEPTION,1.0,0,0
VCardBean,WEAKMUTATION,0.8015873015873016,126,101
VCardBean,OUTPUT,0.0,35,0
VCardBean,METHOD,0.0,23,0
VCardBean,METHODNOEXCEPTION,0.0,23,0
VCardBean,CBRANCH,0.8839285714285714,112,99
