TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
FTPFile,LINE,0.5545454545454546,110,61
FTPFile,BRANCH,0.5384615384615384,65,35
FTPFile,EXCEPTION,1.0,0,0
FTPFile,WEAKMUTATION,0.5814606741573034,356,207
FTPFile,OUTPUT,0.0,54,0
FTPFile,METHOD,0.0,30,0
FTPFile,METHODNOEXCEPTION,0.0,30,0
FTPFile,CBRANCH,0.0,65,0
