TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
OutputFormat,LINE,1.0,155,155
OutputFormat,BRANCH,1.0,67,67
OutputFormat,EXCEPTION,1.0,0,0
OutputFormat,WEAKMUTATION,0.9595588235294118,272,261
OutputFormat,OUTPUT,0.0,74,0
OutputFormat,METHOD,0.0,35,0
OutputFormat,METHODNOEXCEPTION,0.0,35,0
OutputFormat,CBRANCH,0.0,67,0
