TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
FTPFile,LINE,0.9363636363636364,110,103
FTPFile,BRANCH,0.8461538461538461,65,55
FTPFile,EXCEPTION,1.0,0,0
FTPFile,WEAKMUTATION,0.8707865168539326,356,310
FTPFile,OUTPUT,0.0,54,0
FTPFile,METHOD,0.0,30,0
FTPFile,METHODNOEXCEPTION,0.0,30,0
FTPFile,CBRANCH,0.2,65,13
