TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
OutputFormat,LINE,0.7612903225806451,155,118
OutputFormat,BRANCH,0.582089552238806,67,39
OutputFormat,EXCEPTION,1.0,0,0
OutputFormat,WEAKMUTATION,0.4485294117647059,272,122
OutputFormat,OUTPUT,0.0,74,0
OutputFormat,METHOD,0.0,35,0
OutputFormat,METHODNOEXCEPTION,0.0,35,0
OutputFormat,CBRANCH,0.0,67,0
