TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
FTPFile,LINE,1.0,110,110
FTPFile,BRANCH,0.9230769230769231,65,60
FTPFile,EXCEPTION,1.0,0,0
FTPFile,WEAKMUTATION,0.9775280898876404,356,348
FTPFile,OUTPUT,0.0,54,0
FTPFile,METHOD,0.0,30,0
FTPFile,METHODNOEXCEPTION,0.0,30,0
FTPFile,CBRANCH,0.2153846153846154,65,14
